dataset_replicate,hmm_id,architecture,dimension,seed,observed
0,confirm_K6_i000997,GRU,8,1,True
0,confirm_K6_i000708,GRU,8,1,True
0,confirm_K3_i000341,Transformer,8,1,True
0,confirm_K3_i000321,Transformer,8,1,True
0,confirm_K3_i001202,Transformer,8,1,True
0,confirm_K3_i000975,Transformer,8,1,True
0,confirm_K4_i000448,Transformer,8,1,True
0,confirm_K4_i000654,Transformer,8,1,True
0,confirm_K4_i000373,Transformer,8,1,True
0,confirm_K4_i000909,Transformer,8,1,True
0,confirm_K5_i000202,Transformer,8,1,True
0,confirm_K5_i001133,Transformer,8,1,True
0,confirm_K5_i000312,Transformer,8,1,True
0,confirm_K5_i000834,Transformer,8,1,True
0,confirm_K6_i000105,Transformer,8,1,True
0,confirm_K6_i001189,Transformer,8,1,True
0,confirm_K6_i000997,Transformer,8,1,True
0,confirm_K6_i000708,Transformer,8,1,True
0,confirm_K3_i000341,GRU,32,1,True
0,confirm_K3_i000321,GRU,32,1,True
0,confirm_K3_i001202,GRU,32,1,True
0,confirm_K3_i000975,GRU,32,1,True
0,confirm_K4_i000448,GRU,32,1,True
0,confirm_K4_i000654,GRU,32,1,True
0,confirm_K4_i000373,GRU,32,1,True
0,confirm_K4_i000909,GRU,32,1,True
0,confirm_K5_i000202,GRU,32,1,True
0,confirm_K5_i001133,GRU,32,1,True
0,confirm_K5_i000312,GRU,32,1,True
0,confirm_K5_i000834,GRU,32,1,True
0,confirm_K6_i000105,GRU,32,1,True
0,confirm_K6_i001189,GRU,32,1,True
0,confirm_K6_i000997,GRU,32,1,True
0,confirm_K6_i000708,GRU,32,1,True
0,confirm_K3_i000341,Transformer,32,1,True
0,confirm_K3_i000321,Transformer,32,1,True
0,confirm_K3_i001202,Transformer,32,1,True
0,confirm_K3_i000975,Transformer,32,1,True
0,confirm_K4_i000448,Transformer,32,1,True
0,confirm_K4_i000654,Transformer,32,1,True
0,confirm_K4_i000373,Transformer,32,1,True
0,confirm_K4_i000909,Transformer,32,1,True
0,confirm_K5_i000202,Transformer,32,1,True
0,confirm_K5_i001133,Transformer,32,1,True
0,confirm_K5_i000312,Transformer,32,1,True
0,confirm_K5_i000834,Transformer,32,1,True
0,confirm_K6_i000105,Transformer,32,1,True
0,confirm_K6_i001189,Transformer,32,1,True
0,confirm_K6_i000997,Transformer,32,1,True
0,confirm_K6_i000708,Transformer,32,1,True
0,confirm_K3_i000341,GRU,128,1,True
0,confirm_K3_i000321,GRU,128,1,True
0,confirm_K3_i001202,GRU,128,1,True
0,confirm_K3_i000975,GRU,128,1,True
0,confirm_K4_i000448,GRU,128,1,True
0,confirm_K4_i000654,GRU,128,1,True
0,confirm_K4_i000373,GRU,128,1,True
0,confirm_K4_i000909,GRU,128,1,True
0,confirm_K5_i000202,GRU,128,1,True
0,confirm_K5_i001133,GRU,128,1,True
0,confirm_K5_i000312,GRU,128,1,True
0,confirm_K5_i000834,GRU,128,1,True
0,confirm_K6_i000105,GRU,128,1,True
0,confirm_K6_i001189,GRU,128,1,True
0,confirm_K6_i000997,GRU,128,1,True
0,confirm_K6_i000708,GRU,128,1,True
0,confirm_K3_i000341,Transformer,128,1,True
0,confirm_K3_i000321,Transformer,128,1,True
0,confirm_K3_i001202,Transformer,128,1,True
0,confirm_K3_i000975,Transformer,128,1,True
0,confirm_K4_i000448,Transformer,128,1,True
0,confirm_K4_i000654,Transformer,128,1,True
0,confirm_K4_i000373,Transformer,128,1,True
0,confirm_K4_i000909,Transformer,128,1,True
0,confirm_K5_i000202,Transformer,128,1,True
0,confirm_K5_i001133,Transformer,128,1,True
0,confirm_K5_i000312,Transformer,128,1,True
0,confirm_K5_i000834,Transformer,128,1,True
0,confirm_K6_i000105,Transformer,128,1,True
0,confirm_K6_i001189,Transformer,128,1,True
0,confirm_K6_i000997,Transformer,128,1,True
0,confirm_K6_i000708,Transformer,128,1,True
0,confirm_K3_i000341,GRU,256,1,True
0,confirm_K3_i000321,GRU,256,1,True
0,confirm_K3_i001202,GRU,256,1,True
0,confirm_K3_i000975,GRU,256,1,True
0,confirm_K4_i000448,GRU,256,1,True
0,confirm_K4_i000654,GRU,256,1,True
0,confirm_K4_i000373,GRU,256,1,True
0,confirm_K4_i000909,GRU,256,1,True
0,confirm_K5_i000202,GRU,256,1,True
0,confirm_K5_i001133,GRU,256,1,True
0,confirm_K5_i000312,GRU,256,1,True
0,confirm_K5_i000834,GRU,256,1,True
0,confirm_K6_i000105,GRU,256,1,True
0,confirm_K6_i001189,GRU,256,1,True
0,confirm_K6_i000997,GRU,256,1,True
0,confirm_K6_i000708,GRU,256,1,True
0,confirm_K3_i000341,Transformer,256,1,True
0,confirm_K3_i000321,Transformer,256,1,True
0,confirm_K3_i001202,Transformer,256,1,True
0,confirm_K3_i000975,Transformer,256,1,True
0,confirm_K4_i000448,Transformer,256,1,True
0,confirm_K4_i000654,Transformer,256,1,True
0,confirm_K4_i000373,Transformer,256,1,True
0,confirm_K4_i000909,Transformer,256,1,True
0,confirm_K5_i000202,Transformer,256,1,True
0,confirm_K5_i001133,Transformer,256,1,True
0,confirm_K5_i000312,Transformer,256,1,True
0,confirm_K5_i000834,Transformer,256,1,True
0,confirm_K6_i000105,Transformer,256,1,True
0,confirm_K6_i001189,Transformer,256,1,True
0,confirm_K6_i000997,Transformer,256,1,True
0,confirm_K6_i000708,Transformer,256,1,True
0,confirm_K3_i000341,GRU,8,2,True
0,confirm_K3_i000321,GRU,8,2,True
0,confirm_K3_i001202,GRU,8,2,True
0,confirm_K3_i000975,GRU,8,2,True
0,confirm_K4_i000448,GRU,8,2,True
0,confirm_K4_i000654,GRU,8,2,True
0,confirm_K4_i000373,GRU,8,2,True
0,confirm_K4_i000909,GRU,8,2,True
0,confirm_K5_i000202,GRU,8,2,True
0,confirm_K5_i001133,GRU,8,2,True
0,confirm_K5_i000312,GRU,8,2,True
0,confirm_K5_i000834,GRU,8,2,True
0,confirm_K6_i000105,GRU,8,2,True
0,confirm_K6_i001189,GRU,8,2,True
0,confirm_K6_i000997,GRU,8,2,True
0,confirm_K6_i000708,GRU,8,2,True
0,confirm_K3_i000341,Transformer,8,2,True
0,confirm_K3_i000321,Transformer,8,2,True
0,confirm_K3_i001202,Transformer,8,2,True
0,confirm_K3_i000975,Transformer,8,2,True
0,confirm_K4_i000448,Transformer,8,2,True
0,confirm_K4_i000654,Transformer,8,2,True
0,confirm_K4_i000373,Transformer,8,2,True
0,confirm_K4_i000909,Transformer,8,2,True
0,confirm_K5_i000202,Transformer,8,2,True
0,confirm_K5_i001133,Transformer,8,2,True
0,confirm_K5_i000312,Transformer,8,2,True
0,confirm_K5_i000834,Transformer,8,2,True
0,confirm_K6_i000105,Transformer,8,2,True
0,confirm_K6_i001189,Transformer,8,2,True
0,confirm_K6_i000997,Transformer,8,2,True
0,confirm_K6_i000708,Transformer,8,2,True
0,confirm_K3_i000341,GRU,32,2,True
0,confirm_K3_i000321,GRU,32,2,True
0,confirm_K3_i001202,GRU,32,2,True
0,confirm_K3_i000975,GRU,32,2,True
0,confirm_K4_i000448,GRU,32,2,True
0,confirm_K4_i000654,GRU,32,2,True
0,confirm_K4_i000373,GRU,32,2,True
0,confirm_K4_i000909,GRU,32,2,True
0,confirm_K5_i000202,GRU,32,2,True
0,confirm_K5_i001133,GRU,32,2,True
0,confirm_K5_i000312,GRU,32,2,True
0,confirm_K5_i000834,GRU,32,2,True
0,confirm_K6_i000105,GRU,32,2,True
0,confirm_K6_i001189,GRU,32,2,True
0,confirm_K6_i000997,GRU,32,2,True
0,confirm_K6_i000708,GRU,32,2,True
0,confirm_K3_i000341,Transformer,32,2,True
0,confirm_K3_i000321,Transformer,32,2,True
0,confirm_K3_i001202,Transformer,32,2,True
0,confirm_K3_i000975,Transformer,32,2,True
0,confirm_K4_i000448,Transformer,32,2,True
0,confirm_K4_i000654,Transformer,32,2,True
0,confirm_K4_i000373,Transformer,32,2,True
0,confirm_K4_i000909,Transformer,32,2,True
0,confirm_K5_i000202,Transformer,32,2,True
0,confirm_K5_i001133,Transformer,32,2,True
0,confirm_K5_i000312,Transformer,32,2,True
0,confirm_K5_i000834,Transformer,32,2,True
0,confirm_K6_i000105,Transformer,32,2,True
0,confirm_K6_i001189,Transformer,32,2,True
0,confirm_K6_i000997,Transformer,32,2,True
0,confirm_K6_i000708,Transformer,32,2,True
0,confirm_K3_i000341,GRU,128,2,True
0,confirm_K3_i000321,GRU,128,2,True
0,confirm_K3_i001202,GRU,128,2,True
0,confirm_K3_i000975,GRU,128,2,True
0,confirm_K4_i000448,GRU,128,2,True
0,confirm_K4_i000654,GRU,128,2,True
0,confirm_K4_i000373,GRU,128,2,True
0,confirm_K4_i000909,GRU,128,2,True
0,confirm_K5_i000202,GRU,128,2,True
0,confirm_K5_i001133,GRU,128,2,True
0,confirm_K5_i000312,GRU,128,2,True
0,confirm_K5_i000834,GRU,128,2,True
0,confirm_K6_i000105,GRU,128,2,True
0,confirm_K6_i001189,GRU,128,2,True
0,confirm_K6_i000997,GRU,128,2,True
0,confirm_K6_i000708,GRU,128,2,True
0,confirm_K3_i000341,Transformer,128,2,True
0,confirm_K3_i000321,Transformer,128,2,True
0,confirm_K3_i001202,Transformer,128,2,True
0,confirm_K3_i000975,Transformer,128,2,True
0,confirm_K4_i000448,Transformer,128,2,True
0,confirm_K4_i000654,Transformer,128,2,True
0,confirm_K4_i000373,Transformer,128,2,True
0,confirm_K4_i000909,Transformer,128,2,True
0,confirm_K5_i000202,Transformer,128,2,True
0,confirm_K5_i001133,Transformer,128,2,True
0,confirm_K5_i000312,Transformer,128,2,True
0,confirm_K5_i000834,Transformer,128,2,True
0,confirm_K6_i000105,Transformer,128,2,True
0,confirm_K6_i001189,Transformer,128,2,True
0,confirm_K6_i000997,Transformer,128,2,True
0,confirm_K6_i000708,Transformer,128,2,True
0,confirm_K3_i000341,GRU,256,2,True
0,confirm_K3_i000321,GRU,256,2,True
0,confirm_K3_i001202,GRU,256,2,True
0,confirm_K3_i000975,GRU,256,2,True
0,confirm_K4_i000448,GRU,256,2,True
0,confirm_K4_i000654,GRU,256,2,True
0,confirm_K4_i000373,GRU,256,2,True
0,confirm_K4_i000909,GRU,256,2,True
0,confirm_K5_i000202,GRU,256,2,True
0,confirm_K5_i001133,GRU,256,2,True
0,confirm_K5_i000312,GRU,256,2,True
0,confirm_K5_i000834,GRU,256,2,True
0,confirm_K6_i000105,GRU,256,2,True
0,confirm_K6_i001189,GRU,256,2,True
0,confirm_K6_i000997,GRU,256,2,True
0,confirm_K6_i000708,GRU,256,2,True
0,confirm_K3_i000341,Transformer,256,2,True
0,confirm_K3_i000321,Transformer,256,2,True
0,confirm_K3_i001202,Transformer,256,2,True
0,confirm_K3_i000975,Transformer,256,2,True
0,confirm_K4_i000448,Transformer,256,2,True
0,confirm_K4_i000654,Transformer,256,2,True
0,confirm_K4_i000373,Transformer,256,2,True
0,confirm_K4_i000909,Transformer,256,2,True
0,confirm_K5_i000202,Transformer,256,2,True
0,confirm_K5_i001133,Transformer,256,2,True
0,confirm_K5_i000312,Transformer,256,2,True
0,confirm_K5_i000834,Transformer,256,2,True
0,confirm_K6_i000105,Transformer,256,2,True
0,confirm_K6_i001189,Transformer,256,2,True
0,confirm_K6_i000997,Transformer,256,2,True
0,confirm_K6_i000708,Transformer,256,2,True
0,confirm_K3_i000341,GRU,8,3,True
0,confirm_K3_i000321,GRU,8,3,True
0,confirm_K3_i001202,GRU,8,3,True
0,confirm_K3_i000975,GRU,8,3,True
0,confirm_K4_i000448,GRU,8,3,True
0,confirm_K4_i000654,GRU,8,3,True
0,confirm_K4_i000373,GRU,8,3,True
0,confirm_K4_i000909,GRU,8,3,True
0,confirm_K5_i000202,GRU,8,3,True
0,confirm_K5_i001133,GRU,8,3,True
0,confirm_K5_i000312,GRU,8,3,True
0,confirm_K5_i000834,GRU,8,3,True
0,confirm_K6_i000105,GRU,8,3,True
0,confirm_K6_i001189,GRU,8,3,True
0,confirm_K6_i000997,GRU,8,3,True
0,confirm_K6_i000708,GRU,8,3,True
0,confirm_K3_i000341,Transformer,8,3,True
0,confirm_K3_i000321,Transformer,8,3,True
0,confirm_K3_i001202,Transformer,8,3,True
0,confirm_K3_i000975,Transformer,8,3,True
0,confirm_K4_i000448,Transformer,8,3,True
0,confirm_K4_i000654,Transformer,8,3,True
0,confirm_K4_i000373,Transformer,8,3,True
0,confirm_K4_i000909,Transformer,8,3,True
0,confirm_K5_i000202,Transformer,8,3,True
0,confirm_K5_i001133,Transformer,8,3,True
0,confirm_K5_i000312,Transformer,8,3,True
0,confirm_K5_i000834,Transformer,8,3,True
0,confirm_K6_i000105,Transformer,8,3,True
0,confirm_K6_i001189,Transformer,8,3,True
0,confirm_K6_i000997,Transformer,8,3,True
0,confirm_K6_i000708,Transformer,8,3,True
0,confirm_K3_i000341,GRU,32,3,True
0,confirm_K3_i000321,GRU,32,3,True
0,confirm_K3_i001202,GRU,32,3,True
0,confirm_K3_i000975,GRU,32,3,True
0,confirm_K4_i000448,GRU,32,3,True
0,confirm_K4_i000654,GRU,32,3,True
0,confirm_K4_i000373,GRU,32,3,True
0,confirm_K4_i000909,GRU,32,3,True
0,confirm_K5_i000202,GRU,32,3,True
0,confirm_K5_i001133,GRU,32,3,True
0,confirm_K5_i000312,GRU,32,3,True
0,confirm_K5_i000834,GRU,32,3,True
0,confirm_K6_i000105,GRU,32,3,True
0,confirm_K6_i001189,GRU,32,3,True
0,confirm_K6_i000997,GRU,32,3,True
0,confirm_K6_i000708,GRU,32,3,True
0,confirm_K3_i000341,Transformer,32,3,True
0,confirm_K3_i000321,Transformer,32,3,True
0,confirm_K3_i001202,Transformer,32,3,True
0,confirm_K3_i000975,Transformer,32,3,True
0,confirm_K4_i000448,Transformer,32,3,True
0,confirm_K4_i000654,Transformer,32,3,True
0,confirm_K4_i000373,Transformer,32,3,True
0,confirm_K4_i000909,Transformer,32,3,True
0,confirm_K5_i000202,Transformer,32,3,True
0,confirm_K5_i001133,Transformer,32,3,True
0,confirm_K5_i000312,Transformer,32,3,True
0,confirm_K5_i000834,Transformer,32,3,True
0,confirm_K6_i000105,Transformer,32,3,True
0,confirm_K6_i001189,Transformer,32,3,True
0,confirm_K6_i000997,Transformer,32,3,True
0,confirm_K6_i000708,Transformer,32,3,True
0,confirm_K3_i000341,GRU,128,3,True
0,confirm_K3_i000321,GRU,128,3,True
0,confirm_K3_i001202,GRU,128,3,True
0,confirm_K3_i000975,GRU,128,3,True
0,confirm_K4_i000448,GRU,128,3,True
0,confirm_K4_i000654,GRU,128,3,True
0,confirm_K4_i000373,GRU,128,3,True
0,confirm_K4_i000909,GRU,128,3,True
0,confirm_K5_i000202,GRU,128,3,True
0,confirm_K5_i001133,GRU,128,3,True
0,confirm_K5_i000312,GRU,128,3,True
0,confirm_K5_i000834,GRU,128,3,True
0,confirm_K6_i000105,GRU,128,3,True
0,confirm_K6_i001189,GRU,128,3,True
0,confirm_K6_i000997,GRU,128,3,True
0,confirm_K6_i000708,GRU,128,3,True
0,confirm_K3_i000341,Transformer,128,3,True
0,confirm_K3_i000321,Transformer,128,3,True
0,confirm_K3_i001202,Transformer,128,3,True
0,confirm_K3_i000975,Transformer,128,3,True
0,confirm_K4_i000448,Transformer,128,3,True
0,confirm_K4_i000654,Transformer,128,3,True
0,confirm_K4_i000373,Transformer,128,3,True
0,confirm_K4_i000909,Transformer,128,3,True
0,confirm_K5_i000202,Transformer,128,3,True
0,confirm_K5_i001133,Transformer,128,3,True
0,confirm_K5_i000312,Transformer,128,3,True
0,confirm_K5_i000834,Transformer,128,3,True
0,confirm_K6_i000105,Transformer,128,3,True
0,confirm_K6_i001189,Transformer,128,3,True
0,confirm_K6_i000997,Transformer,128,3,True
0,confirm_K6_i000708,Transformer,128,3,True
0,confirm_K3_i000341,GRU,256,3,True
0,confirm_K3_i000321,GRU,256,3,True
0,confirm_K3_i001202,GRU,256,3,True
0,confirm_K3_i000975,GRU,256,3,True
0,confirm_K4_i000448,GRU,256,3,True
0,confirm_K4_i000654,GRU,256,3,True
0,confirm_K4_i000373,GRU,256,3,True
0,confirm_K4_i000909,GRU,256,3,True
0,confirm_K5_i000202,GRU,256,3,True
0,confirm_K5_i001133,GRU,256,3,True
0,confirm_K5_i000312,GRU,256,3,True
0,confirm_K5_i000834,GRU,256,3,True
0,confirm_K6_i000105,GRU,256,3,True
0,confirm_K6_i001189,GRU,256,3,True
0,confirm_K6_i000997,GRU,256,3,True
0,confirm_K6_i000708,GRU,256,3,True
0,confirm_K3_i000341,Transformer,256,3,True
0,confirm_K3_i000321,Transformer,256,3,True
0,confirm_K3_i001202,Transformer,256,3,True
0,confirm_K3_i000975,Transformer,256,3,True
0,confirm_K4_i000448,Transformer,256,3,True
0,confirm_K4_i000654,Transformer,256,3,True
0,confirm_K4_i000373,Transformer,256,3,True
0,confirm_K4_i000909,Transformer,256,3,True
0,confirm_K5_i000202,Transformer,256,3,True
0,confirm_K5_i001133,Transformer,256,3,True
0,confirm_K5_i000312,Transformer,256,3,True
0,confirm_K5_i000834,Transformer,256,3,True
0,confirm_K6_i000105,Transformer,256,3,True
0,confirm_K6_i001189,Transformer,256,3,True
0,confirm_K6_i000997,Transformer,256,3,True
0,confirm_K6_i000708,Transformer,256,3,True
1,confirm_K3_i000341,GRU,8,1,True
1,confirm_K3_i000321,GRU,8,1,True
1,confirm_K3_i001202,GRU,8,1,True
1,confirm_K3_i000975,GRU,8,1,True
1,confirm_K4_i000448,GRU,8,1,True
1,confirm_K4_i000654,GRU,8,1,True
1,confirm_K4_i000373,GRU,8,1,True
1,confirm_K4_i000909,GRU,8,1,True
1,confirm_K5_i000202,GRU,8,1,True
1,confirm_K5_i001133,GRU,8,1,True
1,confirm_K5_i000312,GRU,8,1,True
1,confirm_K5_i000834,GRU,8,1,True
1,confirm_K6_i000105,GRU,8,1,True
1,confirm_K6_i001189,GRU,8,1,True
1,confirm_K6_i000997,GRU,8,1,True
1,confirm_K6_i000708,GRU,8,1,True
1,confirm_K3_i000341,Transformer,8,1,True
1,confirm_K3_i000321,Transformer,8,1,True
1,confirm_K3_i001202,Transformer,8,1,True
1,confirm_K3_i000975,Transformer,8,1,True
1,confirm_K4_i000448,Transformer,8,1,True
1,confirm_K4_i000654,Transformer,8,1,True
1,confirm_K4_i000373,Transformer,8,1,True
1,confirm_K4_i000909,Transformer,8,1,True
1,confirm_K5_i000202,Transformer,8,1,True
1,confirm_K5_i001133,Transformer,8,1,True
1,confirm_K5_i000312,Transformer,8,1,True
1,confirm_K5_i000834,Transformer,8,1,True
1,confirm_K6_i000105,Transformer,8,1,True
1,confirm_K6_i001189,Transformer,8,1,True
1,confirm_K6_i000997,Transformer,8,1,True
1,confirm_K6_i000708,Transformer,8,1,True
1,confirm_K3_i000341,GRU,32,1,True
1,confirm_K3_i000321,GRU,32,1,True
1,confirm_K3_i001202,GRU,32,1,True
1,confirm_K3_i000975,GRU,32,1,True
1,confirm_K4_i000448,GRU,32,1,True
1,confirm_K4_i000654,GRU,32,1,True
1,confirm_K4_i000373,GRU,32,1,True
1,confirm_K4_i000909,GRU,32,1,True
1,confirm_K5_i000202,GRU,32,1,True
1,confirm_K5_i001133,GRU,32,1,True
1,confirm_K5_i000312,GRU,32,1,True
1,confirm_K5_i000834,GRU,32,1,True
1,confirm_K6_i000105,GRU,32,1,True
1,confirm_K6_i001189,GRU,32,1,True
1,confirm_K6_i000997,GRU,32,1,True
1,confirm_K6_i000708,GRU,32,1,True
1,confirm_K3_i000341,Transformer,32,1,True
1,confirm_K3_i000321,Transformer,32,1,True
1,confirm_K3_i001202,Transformer,32,1,True
1,confirm_K3_i000975,Transformer,32,1,True
1,confirm_K4_i000448,Transformer,32,1,True
1,confirm_K4_i000654,Transformer,32,1,True
1,confirm_K4_i000373,Transformer,32,1,True
1,confirm_K4_i000909,Transformer,32,1,True
1,confirm_K5_i000202,Transformer,32,1,True
1,confirm_K5_i001133,Transformer,32,1,True
1,confirm_K5_i000312,Transformer,32,1,True
1,confirm_K5_i000834,Transformer,32,1,True
1,confirm_K6_i000105,Transformer,32,1,True
1,confirm_K6_i001189,Transformer,32,1,True
1,confirm_K6_i000997,Transformer,32,1,True
1,confirm_K6_i000708,Transformer,32,1,True
1,confirm_K3_i000341,GRU,128,1,True
1,confirm_K3_i000321,GRU,128,1,True
1,confirm_K3_i001202,GRU,128,1,True
1,confirm_K3_i000975,GRU,128,1,True
1,confirm_K4_i000448,GRU,128,1,True
1,confirm_K4_i000654,GRU,128,1,True
1,confirm_K4_i000373,GRU,128,1,True
1,confirm_K4_i000909,GRU,128,1,True
1,confirm_K5_i000202,GRU,128,1,True
1,confirm_K5_i001133,GRU,128,1,True
1,confirm_K5_i000312,GRU,128,1,True
1,confirm_K5_i000834,GRU,128,1,True
1,confirm_K6_i000105,GRU,128,1,True
1,confirm_K6_i001189,GRU,128,1,True
1,confirm_K6_i000997,GRU,128,1,True
1,confirm_K6_i000708,GRU,128,1,True
1,confirm_K3_i000341,Transformer,128,1,True
1,confirm_K3_i000321,Transformer,128,1,True
1,confirm_K3_i001202,Transformer,128,1,True
1,confirm_K3_i000975,Transformer,128,1,True
1,confirm_K4_i000448,Transformer,128,1,True
1,confirm_K4_i000654,Transformer,128,1,True
1,confirm_K4_i000373,Transformer,128,1,True
1,confirm_K4_i000909,Transformer,128,1,True
1,confirm_K5_i000202,Transformer,128,1,True
1,confirm_K5_i001133,Transformer,128,1,True
1,confirm_K5_i000312,Transformer,128,1,True
1,confirm_K5_i000834,Transformer,128,1,True
1,confirm_K6_i000105,Transformer,128,1,True
1,confirm_K6_i001189,Transformer,128,1,True
1,confirm_K6_i000997,Transformer,128,1,True
1,confirm_K6_i000708,Transformer,128,1,True
1,confirm_K3_i000341,GRU,256,1,True
1,confirm_K3_i000321,GRU,256,1,True
1,confirm_K3_i001202,GRU,256,1,True
1,confirm_K3_i000975,GRU,256,1,True
1,confirm_K4_i000448,GRU,256,1,True
1,confirm_K4_i000654,GRU,256,1,True
1,confirm_K4_i000373,GRU,256,1,True
1,confirm_K4_i000909,GRU,256,1,True
1,confirm_K5_i000202,GRU,256,1,True
1,confirm_K5_i001133,GRU,256,1,True
1,confirm_K5_i000312,GRU,256,1,True
1,confirm_K5_i000834,GRU,256,1,True
1,confirm_K6_i000105,GRU,256,1,True
1,confirm_K6_i001189,GRU,256,1,True
1,confirm_K6_i000997,GRU,256,1,True
1,confirm_K6_i000708,GRU,256,1,True
1,confirm_K3_i000341,Transformer,256,1,True
1,confirm_K3_i000321,Transformer,256,1,True
1,confirm_K3_i001202,Transformer,256,1,True
1,confirm_K3_i000975,Transformer,256,1,True
1,confirm_K4_i000448,Transformer,256,1,True
1,confirm_K4_i000654,Transformer,256,1,True
1,confirm_K4_i000373,Transformer,256,1,True
1,confirm_K4_i000909,Transformer,256,1,True
1,confirm_K5_i000202,Transformer,256,1,True
1,confirm_K5_i001133,Transformer,256,1,True
1,confirm_K5_i000312,Transformer,256,1,True
1,confirm_K5_i000834,Transformer,256,1,True
1,confirm_K6_i000105,Transformer,256,1,True
1,confirm_K6_i001189,Transformer,256,1,True
1,confirm_K6_i000997,Transformer,256,1,True
1,confirm_K6_i000708,Transformer,256,1,True
1,confirm_K3_i000341,GRU,8,2,True
1,confirm_K3_i000321,GRU,8,2,True
1,confirm_K3_i001202,GRU,8,2,True
1,confirm_K3_i000975,GRU,8,2,True
1,confirm_K4_i000448,GRU,8,2,True
1,confirm_K4_i000654,GRU,8,2,True
1,confirm_K4_i000373,GRU,8,2,True
1,confirm_K4_i000909,GRU,8,2,True
1,confirm_K5_i000202,GRU,8,2,True
1,confirm_K5_i001133,GRU,8,2,True
1,confirm_K5_i000312,GRU,8,2,True
1,confirm_K5_i000834,GRU,8,2,True
1,confirm_K6_i000105,GRU,8,2,True
1,confirm_K6_i001189,GRU,8,2,True
1,confirm_K6_i000997,GRU,8,2,True
1,confirm_K6_i000708,GRU,8,2,True
1,confirm_K3_i000341,Transformer,8,2,True
1,confirm_K3_i000321,Transformer,8,2,True
1,confirm_K3_i001202,Transformer,8,2,True
1,confirm_K3_i000975,Transformer,8,2,True
1,confirm_K4_i000448,Transformer,8,2,True
1,confirm_K4_i000654,Transformer,8,2,True
1,confirm_K4_i000373,Transformer,8,2,True
1,confirm_K4_i000909,Transformer,8,2,True
1,confirm_K5_i000202,Transformer,8,2,True
1,confirm_K5_i001133,Transformer,8,2,True
1,confirm_K5_i000312,Transformer,8,2,True
1,confirm_K5_i000834,Transformer,8,2,True
1,confirm_K6_i000105,Transformer,8,2,True
1,confirm_K6_i001189,Transformer,8,2,True
1,confirm_K6_i000997,Transformer,8,2,True
1,confirm_K6_i000708,Transformer,8,2,True
1,confirm_K3_i000341,GRU,32,2,True
1,confirm_K3_i000321,GRU,32,2,True
1,confirm_K3_i001202,GRU,32,2,True
1,confirm_K3_i000975,GRU,32,2,True
1,confirm_K4_i000448,GRU,32,2,True
1,confirm_K4_i000654,GRU,32,2,True
1,confirm_K4_i000373,GRU,32,2,True
1,confirm_K4_i000909,GRU,32,2,True
1,confirm_K5_i000202,GRU,32,2,True
1,confirm_K5_i001133,GRU,32,2,True
1,confirm_K5_i000312,GRU,32,2,True
1,confirm_K5_i000834,GRU,32,2,True
1,confirm_K6_i000105,GRU,32,2,True
1,confirm_K6_i001189,GRU,32,2,True
1,confirm_K6_i000997,GRU,32,2,True
1,confirm_K6_i000708,GRU,32,2,True
1,confirm_K3_i000341,Transformer,32,2,True
1,confirm_K3_i000321,Transformer,32,2,True
1,confirm_K3_i001202,Transformer,32,2,True
1,confirm_K3_i000975,Transformer,32,2,True
1,confirm_K4_i000448,Transformer,32,2,True
1,confirm_K4_i000654,Transformer,32,2,True
1,confirm_K4_i000373,Transformer,32,2,True
1,confirm_K4_i000909,Transformer,32,2,True
1,confirm_K5_i000202,Transformer,32,2,True
1,confirm_K5_i001133,Transformer,32,2,True
1,confirm_K5_i000312,Transformer,32,2,True
1,confirm_K5_i000834,Transformer,32,2,True
1,confirm_K6_i000105,Transformer,32,2,True
